EMO_REL_BBV,EMO_REL_TBV,RATING_BBV,RATING_TBV,RECOMMEND_BBV,RECOMMEND_TBV,RESPECT_BBV,RESPECT_TBV,SYMPTOMS_BBV,SYMPTOMS_TBV,TEAM_COMM_BBV,TEAM_COMM_TBV,TIMELY_CARE_BBV,TIMELY_CARE_TBV,TRAINING_BBV,TRAINING_TBV,EMO_REL_BTR,RATING_BTR,RECOMMEND_BTR,RESPECT_BTR,SYMPTOMS_BTR,TEAM_COMM_BTR,TIMELY_CARE_BTR,TRAINING_BTR,RECOMMEND_BBV
-0.03673228676500031,0.03673228676500182,-0.2862011204285694,0.5164528836223163,-0.12187421686469044,0.5236029844141142,-0.21248831691352688,-0.18298138344954268,0.1440364703102482,-0.02827204130861565,0.03152837034397417,-0.10916990206806343,-0.13649057429336148,-0.02203961478505798,0.15676961349686244,-0.18974418290935963,-0.07345084058577314,-0.34201726391510207,-0.21416856859094163,-0.2155073058742101,0.05257431196861299,-0.013724803500253329,-0.17329396760597113,0.069868709397333,4.0
1.6597551797518606,-1.659755179751859,2.38965865220068,-2.4647429189513304,2.4262456370559855,-2.4148890118253172,1.8102058143167643,-2.7937111907902743,2.4012974206480524,-2.8094275109204974,2.5277745810700627,-2.7859791019336146,1.310820192235733,-2.3735604393384295,1.4238116951838318,-2.4666743778216835,1.619170122142069,2.7068038480077683,2.7610918305266696,2.0329375948840345,3.1056164524653638,2.9325151117283377,1.7334565502776553,1.819725068223316,11.0
1.6597551797518606,-1.659755179751859,0.3827638227287429,-0.5818824120627114,0.24214290512397757,-0.21102001464574363,1.1359744372400005,-1.7494192678539815,1.1114340204550215,-1.5006484663972588,1.2796514757070185,-1.6387751591340927,0.4424337323182763,-1.0508299755271582,1.6772201115212255,-1.8974418290936024,1.619170122142069,0.33236951582476465,0.16407392502351162,1.2022313507615299,1.2685995987982541,1.3693428383659945,0.5095635133199103,1.8118437918658523,5.0
0.8115114464934301,-0.8115114464934285,1.3862112374647113,-1.3664076232663027,1.3341942710899817,-0.79871841389363,1.8102058143167643,-2.271565229322128,1.7563657205515368,-1.5006484663972588,2.111733545949048,-2.0211764734006,1.6002823455415518,-1.7856802332000867,1.6772201115212255,-1.8974418290936024,0.7436765207311166,1.3800775486349148,1.213506216261362,1.9478408576812412,1.8476592591933214,2.2451076772311085,1.7587760157858137,1.8118437918658523,8.0
-0.3194801978511438,0.3194801978511453,0.04828135115008675,0.359547841381598,-0.12187421686469044,0.6705275842260858,0.4617430601632368,-0.18298138344954268,0.4665023203585059,-0.51906418300483,0.03152837034397417,-0.10916990206806343,-0.13649057429336148,-0.02203961478505798,0.6635864461716501,-0.6166685944554203,-0.33385406562082576,-0.06111950023687872,-0.2272331241340127,0.4047533564039262,0.4241375940554481,-0.013724803500253329,-0.17329396760597113,0.5499515435328483,4.0
0.8115114464934301,-0.8115114464934285,-0.2862011204285694,0.987168010344471,0.24214290512397757,0.6705275842260858,-0.21248831691352688,0.6002375587526767,-0.5008952297862673,1.4441043837800276,-0.3845126647770406,0.6556327264649512,-1.583801340822456,1.4476609005607992,-1.1102724681901068,1.2333371889108427,0.7436765207311166,-0.3785603899108584,0.060187097813549376,-0.25552412279538017,-0.6753864039566145,-0.4462671934275353,-1.3808377072258369,-1.0015842183114787,5.0
-0.03673228676500031,0.03673228676500182,-0.2862011204285694,0.6733579258630346,-0.48589133885335845,0.8174521840380574,-0.21248831691352688,0.07809159728453045,0.1440364703102482,0.13532533925678916,-0.3845126647770406,-0.10916990206806343,-0.13649057429336148,-0.02203961478505798,0.4101780298342563,-0.7589767316374406,-0.07345084058577314,-0.35448491866659537,-0.5242340201464935,-0.22913940834186142,0.019049805314161623,-0.35014666233258374,-0.17329396760597113,0.38172990197300394,3.0
1.6597551797518606,-1.659755179751859,1.3862112374647113,-1.3664076232663027,1.3341942710899817,-0.9456430137056014,1.1359744372400005,-1.4883462871199085,2.4012974206480524,-1.5006484663972588,2.111733545949048,-1.8299758162673463,1.6002823455415518,-1.638710181665501,1.4238116951838318,-1.4705174175475417,1.619170122142069,1.3800775486349148,1.2467167320073314,1.170957703923977,2.4267189195883887,2.1801247829697328,1.7002011328938056,1.4250549983226515,8.0
1.0942593575795736,-1.094259357579572,0.04828135115008675,-0.11116728534055671,-0.12187421686469044,0.08282918497819952,0.4617430601632368,-1.2272733063858352,0.7889681704067636,-1.0098563247010446,0.44756940546498897,-0.6827718734678244,0.15297157901245742,-0.46294976938881516,1.1704032788464378,-1.4705174175475417,1.0287209490974734,-0.010845184578560332,-0.17313049412035394,0.49130135579157314,0.828010726758529,0.4275558165265701,0.13664225889646092,1.2070467692346656,4.0
1.377007268665717,-1.3770072686657155,0.7172462943073991,-0.895692496544148,0.6061600271126456,-0.5048692142696868,1.1359744372400005,-1.2272733063858352,0.4665023203585059,-0.51906418300483,1.2796514757070185,-1.0651731877343318,0.7318958856240952,-0.9038599239925723,0.4101780298342563,-0.4743604572734001,1.3204723051900973,0.6753433638067542,0.5179304142485556,1.1404113511989251,0.4241375940554481,1.219822012218292,0.7122381081152634,0.3198743925293891,6.0
-0.6022281089372873,0.6022281089372887,0.04828135115008675,0.6733579258630346,-0.12187421686469044,0.9643767838500289,0.4617430601632368,0.07809159728453045,0.4665023203585059,-0.19186942187402045,0.03152837034397417,-0.3003705592013171,-0.13649057429336148,0.12493043674952775,0.4101780298342563,-0.33205232009137986,-0.5885963509812033,-0.09266416888523536,-0.2525008359535785,0.3843052027024492,0.34523419438449854,0.01608472829501662,-0.19851481786385458,0.2902176414262857,4.0
0.5287635354072866,-0.5287635354072852,0.7172462943073991,-0.4249773698219932,0.6061600271126456,-0.06409541483377205,0.4617430601632368,-0.9662003256517622,0.7889681704067636,-0.6826615635702349,1.2796514757070185,-1.0651731877343318,1.0213580389299142,-1.0508299755271582,0.9169948625090439,-1.043593006001481,0.4651103748276311,0.5954544683606467,0.45025739902809786,0.4689182525016644,0.7343966726591429,1.219822012218292,0.9959825408287579,0.8640044087579813,6.0
